ID                                   ** (proposta/lei/ano emissão alvará aprovação) **,PROPOSTA,PROCESSO Nº,PROCESSO MODIFICATIVO,COORDENADA E,COORDENADA N,SETOR,QUADRA,LOTE (CADASTRADO NO ALVARÁ DE APROVAÇÃO),LOTE ATUALIZADO / CONDOMÍNIO,COD LOG,"ENDEREÇO - TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,"ENDEREÇO 2- TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO 2 - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,PROPRIETÁRIO OU INTERESSADO,DISTRITO,SUBPREFEITURA,MACROZONA,MACROÁREA,SUBSETOR,ZONA DE USO 1 - 18.081/24,ZONA DE USO 2 - 17.975/23,ZONA DE USO 3 - 16.402/16,ZONA DE USO 4 - 16.050/14,ZONA DE USO 5 - 13.885/04,Tipologia de Uso Incidente de OODC,R,,,nR,,,,,Fp - USO R,Fp - USO nR,Fs - USO R,Fs - USO nR,USO R - ÁREA OBJETO DE OUTORGA (m²),USO NR - ÁREA OBJETO DE OUTORGA (m²),ÁREA TOTAL OBJETO DE OUTORGA (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - INCENTIVO nR  (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - FACHADA ATIVA (m²),% FACHADA ATIVA EM RELAÇÃO ÁREA NÃO COMPUTÁVEL,ÁREA COMPUTÁVEL TOTAL (m²),ÁREA CONSTRUÍDA TOTAL (m²),USO R - VALOR DA CONTRAPARTIDA (R$),USO nR - VALOR DA CONTRAPARTIDA (R$),VALOR TOTAL DA CONTRAPARTIDA (R$),REAPROVEITAMENTO DE OODC,C. A.       BÁSICO,C. A. UTILIZADO,ÁREA TERRENO (menor área),VALOR M² (Q 14),ÁREA AVERBADA PARA FRUIÇÃO PÚBLICA (m²),ÁREA DE DOAÇÃO PARA MELHORAMENTO PÚBLICO (m²),ÁREA DE DOAÇÃO DE CALÇADA (m²),"COTA PARTE MÁXIMA DE TERRENO POR UNIDADE
Art. 79 §§ 9º 10º (m²)",ÁREA DE TRANSFERÊNCIA (m²),ÁREA À DESTINAR PARA HABITAÇÃO SOCIAL (m²),INCIDÊNCIA DE COTA DE SOLIDARIEDADE,COTA DE SOLIDARIEDADE OPCIONAL OU OBRIGATÓRIA,SITUAÇÃO DO PGTO OODC,ORIGEM,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,DATA INFORMAÇÃO DMUS,DATA
,,,,Coordenada plana x ,Coordenada plana y,,,,,,ENDEREÇO 1,,,,ENDEREÇO 2,,,,,,,,,,,,,,,,SUBCATEGORIA DE USO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALVARÁ DE APROVAÇÃO / APROVAÇÃO E EXECUÇÃO                                                         (APOSTILAMENTOS E/OU MODIFICATIVOS),,,ALVARÁ DE EXECUÇÃO                                                                                                     (APOSTILAMENTOS E/OU MODIFICATIVOS),,,CERTIFICADO DE CONCLUSÃO,,,,
2062/16050/2023,2062,1020.2022/0016829-1,,328344.21537795, 7393099.640484,013,066,0003-0/0002-2/0006-5/0007-3/0670-5/0671-3/0089-8,-,162639,RUA,-,CÔNEGO EUGÊNIO LEITE,"507,505,513,515,523,529,539,543,553",RUA,-,DOS PINHEIROS ,250,IZP CÔNEGO EUGÊNIO EMPREENDIMENTOS IMOBILIÁRIOS LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZER,ZER,-,R,R2v-1,-,-,nR1-3,nR1-6,nR2-1,-,-,"0,7/1,3",-,"0,8/0,9/1,0",-,-,-,0,11063.93,1517.95,948.72,8.5748915620398894E-2,7589.91,18653.84,-,-,0,NÃO,1,"3,9999",1897.49,6819.06,-,-,102.67,-,5384.41,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,19369-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45196,,,,,,,45322,2024
2063/16050/2024,2063,1020.2022/0016917-4,,324927.48894636,7389083.0593405,123,141,0019-1/0020-3/0021/0041-6,-,004588,AVENIDA,-,ALBERT EINSTEIN,"684,686,716",RUA,-,ENRICO DE MARTINO,475,JLAE EMPREENDIMENTOS SPE LTDA / RCN E GODOI CONSTRUTORA EIRELI,MORUMBI,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,-,-,-,nR,-,-,-,nR1-5,-,-,-,-,"1,3",-,"1,0",-,-,-,694.47,3023.53,-,-,-%,3914.47,6938,-,-,1714820,NÃO,1,"1,2200",3220,2309.08,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,19139-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45198,,,,,,,45324,2024
2064/16050/2023,2064,1010.2022/0007925-1,,323706.61173059,7401230.3114165,078,171,0013-6/0016-0/0017-9/0020-9/0021-7/0024-1/0025-1/0027-6/0028-4/0029-2/0034-9,-,217654,RUA,-,GENESIO ARRUDA,200,RUA,-,CARLOS DA CUNHA MATTOS,132 A 282,PIRITUBA DIALOGO EMPREENDIMENTOS IMOBILIARIOS SPE,PIRITUBA,PIRITUBA/JARAGUÁ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,NOROESTE,-,-,ZEU,EETU,-,R,R2v-4,-,HIS - 2,-,-,-,-,-,"0,3",-,"0,8/0,9/1,0",-,-,-,17658.52,23766.38,-,-,-%,25536.73,49303.11,-,-,1573204.3,NÃO,1,"4,4000",5803.83,1407.29,-,-,691.46,-,-,2553.67,SIM,OBRIGATÓRIO,QUITADO,SISACOE,2023/02936-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45058,,,,,,,45324,2024
2065/16050/2024,2065,1010.2022/0006343-6,,330809.77355059, 7392721.8072259,009,088,0045-2/0046-0/0047-9,-,073067,ALAMEDA,-,FRANCA,253,-,-,-,-,URBIC 05 EMPREENDIMENTO IMOBILIÁRIO LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,8/1,0",-,-,-,2028.93,3910.12,541.32000000000005,231.61,5.9233476210448791E-2,2706.73,6616.85,-,-,3879041.3,NÃO,1,"3,9934",677.8,11667.47,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,2023/01294-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,44998,,,,,,,45328,2024
2066/16050/2024,2066,1020.2023/0001100-9,,328536.90886887,7396339.9419606,022,060,0039-3/0040-7/0041-5/0072-5/0119-5/0334-1/0335-1/0336-8/0337-6/0338-4/0339-2/0340-6/0341-4/0342-2/0343-0/0344-9/0345-7/0346-5/0347-3/0348-1/0349-1/0350-3/0351-1/0352-1/0353-8/0354-6/0355-4/0356-2,-,003964,RUA,-,AIMBERE,"426,436,448",RUA,-,CAYWAA,"571,573,565",ONE AIMBERE EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,PERDIZES,LAPA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-1,HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"1,0/0,8/0,4",-,-,-,7862.15,7012.11,1381.59,556.03,7.9295675624027576E-2,9829.39,16841.5,-,-,2589210.63,NÃO,1,"4,9965",1967.24,4561.3900000000003,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,24565-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45019,,,,,,,45328,2024
2067/16050/2023,2067,1010.2023/0003253-2,,326919.93615504,7385149.0632413,087,117,0007-6/0008-4/0009-2/0010-6/0011-4/0012-2/0013-0/0015-7/0016-5/0017-3/0018-1/0019-1/0020-3,-,010855,RUA,-,FERNANDES MOREIRA,146,-,-,-,-,TDSP 19 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,SANTO AMARO,SANTO AMARO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZEU,EETU,-,R,R2v-3,-,-,nR1-3,-,-,-,-,"0,6",-,"0,8/1,0",-,-,-,10626.25,14385.44,-,437.17,3.0389755196921331E-2,16602.689999999999,30988.13,-,-,4843089.43,NÃO,1,"3,9997",4151.03,3114.47,-,-,608.47,-,-,-,NÃO,-,QUITADO,SEI,2023/06245-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45194,,,,,,,45351,2024
2068/16050/2024,2068,2019-0.045.819-1,,353166.26757643,7400490.9697067,112,492,0041-4,-,131709,RUA,-,MARIA BRANCA,233,RUA,-,TENENTE MIGUEL DELIA,S/N,BM7 EMPREENDIMENTOS IMOBILIÁRIOS EIRELI,SÃO MIGUEL,SÃO MIGUEL PAULISTA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,REDUÇÃO DA VULNERABILIDADE URBANA,NA,-,-,-,ZM,-,R,R2v-1,HMP,-,-,-,-,-,-,"0,3",-,"0,4/0,6/0,9",-,-,-,734.08,829.47,-,-,-%,1264.77,2094.2399999999998,-,-,29995.27,NÃO,1,"2,3800",530.69000000000005,638.32000000000005,-,-,-,-,-,-,NÃO,-,QUITADO,SISACOE,2023/02413-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45036,,,,,,,45328,2024
2069/16050/2024,2069,2018-0.092.484-0,,334727.67025557,7400558.1486521,069,174,0009-2,-,181609,RUA,CONDESSA,SILICIANO,482,-,-,-,-,CORPOTEC CONSTRUTORA E EMPREENDIMENTOS IMOB,SANTANA,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZM,ZM,-,R,R2v-1,-,-,-,-,-,-,-,"0,6",-,"0,8",-,-,-,236.87,801.68,-,-,-%,768.22,1569.9,-,-,199358.44,NÃO,1,"1,4458",531.35,2535.06,-,-,-,-,-,-,NÃO,-,QUITADO,SISACOE,2024/00322-00,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45310,,,,,,,45329,2024
2070/16050/2023,2070,1020.2022/0003590-9,,329727.95173059,7388149.6614165,041,179,0021-8/0022-6/0023-4/0037-4/0025-0/0036-6,-,020591,ALAMEDA,-,DOS ARAPANES,"1354,1364,1376,1384 (FDS), 1388",AVENIDA,-,COTOVIA,"749,759",EUCALIPTOS EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,nR1-2,nR1-5,nR1-12,-,-,"0,7",-,"0,8/1,0",-,-,-,5760.18,8555.2999999999993,1615.3,692.59,8.0954496043388322E-2,8430.5,16985.8,-,-,5681421.9500000002,NÃO,1,"3,9947",2110.4,5869.08,-,-,186.64,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,11209-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45041,,,,,,,45336,2024
2071/16050/2023,2071,1020.2023/0000041-4,,333773.27556441,7392241.668093,033,068,0001-5/0002-3,-,153028,RUA,-,PAES DE ANDRADE ,"719, S/N",-,-,-,-,ROBERTO VICENTE FRIZZO/ ELIANA ARMIDA TOGNINI FRIZZO,LIBERDADE,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZM,ZM,-,R,R2h-3,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,275.77,477.82,-,-,-%,912.79,1390.61,-,-,330665.90000000002,NÃO,1,"1,5375",593.70000000000005,2633.59,-,-,43.32,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,24192-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45261,,,,,,,45336,2024
2072/16050/2023,2072,1020.2022/0012664-5,,331708.28795526,7389061.8153353,042,199,0001-2/0002-0/0003-9/0004-7/0005-5,-,212970,RUA,DOUTOR,AFONSO BACCARI ,"98,100,106,108,118,122",-,-,-,-,MARIA EUGENIA SIMÕES BANDIERA/ MARIA DE FÁTIMA MARQUES DOS SANTOS MENDES/ JOÃO FERREIRA DE OLIVEIRA/ LUCYDELIA FERNANDES ROCHA FERREIRA DE OLIVEIRA/ JOÃO ANTONIO BANDEIRA FILHO/ JOSÉ LOPES MENDES,SAÚDE,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-1,E-HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,4/0,8",-,-,-,2875.37,1129.77,375.08,79.34,7.0226683307221829E-2,3596.47,4726.24,-,-,654823.73,NÃO,1,"4,9875",721.1,3411.14,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,16475-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45019,,,,,,,45336,2024
2073/16050/2023,2073,1020.2022/0017809-2,,330098.90361146,7399945.6677474,075,132,0092-0,-,189480,AVENIDA,-,JOSE DE BRITO DE FREITAS,251,-,-,-,-,PROJETO IMOBILIARIO DI5 LTDA,CASA VERDE,CASA VERDE,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZM,ZM,-,R,R2v-3,HMP,-,-,-,-,-,-,"0,6",-,"0,6/0,9",-,-,-,8809.43,16355.95,-,-,-%,17625.759999999998,33981.71,-,-,2211302.85,NÃO,1,"2,0000",8816.33,1114.9100000000001,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,20161-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45092,,,,,,,45337,2024
2074/16050/2023,2074,1020.2023/0002127-6,,333918.14173408,7400300.6275421,072,134,0001-0,-,178438,RUA,CONSELHEIRO,SARAIVA ,48,RUA,-,AMARAL GAMA,S/N,VIATELLUS INCORPORADORA E EMPREENDIMENTOS LTDA,SANTANA,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO TIETÊ,-,-,ZEM,ZEM,-,R,R2v-1,E-HMP,-,nR1-3,nR1-12,-,-,-,"2,0",-,"0,4/0,8",-,-,-,2374.89,2385.06,500.76,302,0.1266215524976311,2981.33,5366.3899999999994,-,-,1208753.3500000001,NÃO,1,"4,9161",606.44000000000005,2867.07,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,25067-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45008,,,,,,,45337,2024
2075/16050/2024,2075,1020.2023/0004384-9,,342446.87904073,7398439.7035534,060,313,0006-0,-,133558,RUA,-,MARIA TERESA ASSUNÇÃO,"297,305",-,-,-,-,MDR EMPREENDIMENTOS IMOBILIÁRIOS LTDA,PENHA,PENHA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,ESTRUTURAÇÃO METROPOLITANA,ARCO LESTE,-,-,ZM,ZM,-,R,-,E-HMP,-,-,-,-,-,-,"0,3",-,"0,4/0,6",-,-,-,83.6,329.53,-,-,-%,483.6,813.13,-,-,11189.57,NÃO,1,"1,2090",400,1000.31,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,26402-23-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45307,,,,,,,45337,2024
2075/16050/2023,2076,1020.2022/0005886-0,,333786.00658612,7400824.2122443,072,086,0075-9/0076-7/0077-5/0078-3,-,073270,RUA,-,FRANCISCA JULIA,"177,179,181,183,191,201,205",-,-,-,-,FRANCISCA JULIA II EMPREENDIMENTOS IMOBILIÁRIOS SPE,SANTANA,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZC,ZC,-,R,-,E-HMP,-,nR1-2,nR1-12,-,-,-,"0,6",-,"0,4",-,-,-,1187.4000000000001,3132.55,324.32,387.98,0.12385436784728097,1996.29,5128.84,-,-,344049.11,NÃO,1,"2,4679",808.89,2979.52,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,12120-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45043,,,,,,,45338,2024
2077/16050/2023,2077,1010.2023/0003866-2,,326704.97727415,7394372.3269527,081,156,0041-5/0012-1/0013-1/0016-4/0035-0/0037-7/0038-5/0039-3/0049-0/0050-4/0064-4/0065-2/0066-0,-,152358,RUA,-,PASCOAL VITA,331,RUA,-,DAS TABOCAS / OURANIA,91 / 44,PASCOAL VITA EMPREENDIMENTO IMOBILIÁRIO LTDA,ALTO DE PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZM,ZM,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,2810.91,8036.65,-,-,-%,5621.88,13658.53,-,-,4510806.78,NÃO,1,"1,9999",2810.97,4584.95,-,-,-,-,-,-,NÃO,-,QUITADO,SEI,2023/04938-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45142,,,,,,,45341,2024
2078/16050/2023,2078,6068.2022/0008293-7,,331000.11727415,7395092.1769527,010,005,0013-6,-,094366,RUA,-,ITACOLOMI,173,-,-,-,-,ITACOLOMI 173 EMPREENDIMENTO IMOB SPE LTDA,CONSOLAÇÃO,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZM,ZM,-,R,R2v-1,E-HMP,-,nR1-3,-,-,-,-,"0,7",-,"0,4/0,8",-,-,-,653.34,1012.25,65.239999999999995,-,-%,1093.3399999999999,2105.59,-,-,838466.59,NÃO,1,"2,4800",440,9513.69,-,-,-,-,-,-,NÃO,-,QUITADO,SEI,2023/01740-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45013,,,,,,,45341,2024
2078/16050/2024,2079,1010.2022/0002563-1,,328241.75615504,7389784.8532413,299,040,0054-7,-,100722,RUA,MINISTRO,JESUINO CARDOSO,589,-,-,-,-,JC589 EMPREENDIMENTO IMOBILIÁRIO LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZM,ZM,-,nR,-,-,-,nR1-2,nR1-6,-,-,-,-,"1,3",-,"1,0",-,-,1274.99,3776.11,-,255,6.7529812426015134E-2,2549.9899999999998,6326.1,-,-,5286476.07,NÃO,1,"2,0000",1278.53,6378.88,-,-,-,-,-,-,NÃO,-,QUITADO,SEI,2023/02732-00,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45050,,,,,,,45331,2024
2080/16050/2023,2080,1020.2021/0018318-3,,335342.35375033,7388541.948454,043,123,0009-7/0010-0/0011-9/0012-7/0013-5/0014-3/0015-1/0017-8/0019-4/0020-8/0027-5/0028-3,-,176869,RUA,-,SALVADOR SIMÕES,"1306,1312,1318,1334,1342",RUA,MARQUESA,DE SANTOS / VERGUEIRO,"25,27,33,41,45,55,61 / 6777,6779,6787,6793",CBR 058 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,IPIRANGA,IPIRANGA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-3,-,-,nR1-3,-,-,-,-,"0,7",-,"0,9/1,0",-,-,-,7922.15,7329.02,-,287.54000000000002,3.923307618208164E-2,11384.32,18713.34,-,-,3391101.76,NÃO,1,"3,9997",2846.3,2560.7600000000002,-,-,205.29,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,8440-21-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45191,,,,,,,45358,2024
2081/16050/2024,2081,1020.2021/0003102-2,,354639.87828449,7401746.971291,112,725,0001-1,-,023965,RUA,-,MUNIZ FALCÃO,1179,-,-,-,-,RESIDENCIAIS MUNIZ FALCÃO SPE EIRELI,JARDIM HELENA,SÃO MIGUEL PAULISTA,PROTEÇÃO E RECUPERAÇÃO AMBIENTAL,REDUÇÃO DA VULNERABILIDADE URBANA E RECUPERAÇÃO AMBIENTAL,NA,-,-,ZMa,ZMa,-,R,-,E-HMP,-,-,-,-,-,-,"1,0",-,"0,6",-,-,-,37.369999999999997,41.09,-,-,-%,348.74,389.83,-,-,12178.36,NÃO,1,"1,1200",311.37,608.33000000000004,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,1764-21-SP-SAO,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45313,,,,,,,45345,2024
2082/16050/2023,2082,1020.2022/0007076-3,,327446.35828449,7395156.721291,012,118,0025-3/0055-5/0056-3/0071-7,-,003336,RUA,PADRE,AGOSTINHO MENDICUTE,"186,194,204,214",-,-,-,-,CONSTRUTORA TSR LTDA,PERDIZES,LAPA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,,ZEU,EETU,-,R,R2v-1,E-HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,4/0,8",-,-,-,2924.45,2580.1799999999998,570,136.02000000000001,5.2717252284724327E-2,3657.04,6237.22,-,-,571873.43999999994,NÃO,1,"4,9919",730.3,2917.4,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,12479-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45008,,,,,,,45345,2024
2083/16050/2023,2083,1020.2022/0019394-6,,332772.8807778, 7391735.9557343,038,040,0007-1/0008-8,-,023779,RUA,-,ARUJA,"84,92",-,-,-,-,MF7 ARUJA INCORPORDORA SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,8/0,9/1,0",-,-,-,2541.6799999999998,4370.29,637.85,193.6,4.4299119738049418E-2,3269.68,7639.9699999999993,-,-,1353251.94,NÃO,1,"3,9972",818,3485.03,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,19748-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45007,,,,,,,45345,2024
2084/16050/2023,2084,1020.2021/0018253-5,,332842.24920481,7391575.5061462,038,044,0197-1,-,023698,RUA,-,ARTUR SABOIA,348,-,-,-,-,REZENDE ARTUR SABOIA SPE LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-1,E-HMP,HIS - 2,-,-,-,-,-,"0,7",-,"0,8/0,4",-,-,-,3441.91,1215.55,-,-,-%,4304.05,5519.6,-,-,849703.33,NÃO,1,"4,9923",862.14,3694.95,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,8295-21-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45019,,,,,,,45345,2024
2085/16050/2024,2085,1020.2023/0019824-9,,337435.07014895, 7394951.1287182,029,055,0028-1,-,094161,,-,ITABAIANA,91,-,-,-,-,FRANCISCO ALVES DA CUNHA FILHO / KELY CRISTINA MENDES VIEIRA DA CUNHA ,MOOCA,MOOCA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZC,ZC,-,R,R2v-1,-,-,-,-,-,-,-,"0,6",-,"0,8",-,-,-,190.85,139.02000000000001,-,-,-%,449.85,588.87,-,-,118963.59,NÃO,1,"1,7368",259,2255.5300000000002,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,33314-23-SP-REF,APROVAÇÃO E EXECUÇÃO DE REFORMA,45328,,,,,,,45348,2024
2086/16050/2023,2086,1020.2022/0022282-2,,334836.21889997,7389330.9055509,046,220,0006-7/0007-5/0008-3/0010-5/0009-1/0011-3/0012-1/0110-1/0109-8/0003-2/0002-4/0001-6,-,060267,RUA,CORONEL,DOMINGOS FERREIRA,"295,303,305",RUA,RUA,VISCONDE  DE GUARATIBA ,"22,22FUNDOS, 28, 36,40,42,50,52,62",PATRIANI INCORPORAÇÃO 72 SPE LTDA,CURSINO,IPIRANGA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZEU,EETU,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,6",-,"0,8",-,-,-,6756.06,12966.18,1666.74,158.85,1.2251102483537942E-2,9789.84,22756.02,-,-,1941273.55,NÃO,1,"3,9933",2541.5700000000002,2390.4699999999998,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,22875-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45195,,,,,,,45351,2024
2087/16050/2023,2087,1020.2022/0018602-8,,332102.24567838,7392871.6745604,009,052,0028-4,-,191540,RUA,-,TREZE DE MAIO,1434,-,-,-,-,CONSTRUTORA DITOLVO LTDA,BELA VISTA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-1,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,8",-,-,-,950.79,1119.6099999999999,230.76,79.319999999999993,7.0846098194907156E-2,1268.0899999999999,2387.6999999999998,-,-,997804.49,NÃO,1,"3,9965",317.3,7489.5,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,18725-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45005,,,,,,,45351,2024
