sql,nivel_preservacao,atos_tombamento,denominacao,endereco_secundario,endereco_oficial,subprefeitura,situacao,erro
"0020830010","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMB. DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 72, RUA","R JAIRO GOIS, 00072","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480029","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; RES. SC 102/18 - TOMBAMENTO ANTIGO MOINHO MATARAZZO (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO, PROIBICAO DE DEMOLICAO E OCUPACAO DE RECUOS)","","BUCOLLISMO 54, RUA DO","R DO BUCOLISMO, 00054","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830011","TOMBADO","RES. 46/18 - TOMBAMENTO DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 76, RUA","R JAIRO GOIS, 00076","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480030","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; RES. SC 102/18 - TOMBAMENTO ANTIGO MOINHO MATARAZZO (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO, PROIBICAO DE DEMOLICAO E OCUPACAO DE RECUOS)","","BUCOLLISMO 32, 40, 48, RUA","R DO BUCOLISMO, 00032","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020480031","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; RES. SC 102/18 - TOMBAMENTO ANTIGO MOINHO MATARAZZO (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO, PROIBICAO DE DEMOLICAO E OCUPACAO DE RECUOS)","","BUCOLISMO 22, RUA DO","R DO BUCOLISMO, 00022","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020790024","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 114)","VILA QUEIROGA","QUEIROGA 6, VILA","TV QUEIROGA, 00006","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830012","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (A.E. C RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 80, RUA","R JAIRO GOIS, 00080","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830006","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (A.E. C RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 54, RUA","R JAIRO GOIS, 00054","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780007","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 107); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 13, VILA","TV QUEIROGA, 00013","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830009","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP, DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 66, RUA","R JAIRO GOIS, 00066","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020830008","TOMBADO","RES. 46/18 - TOMBAMENTO, PELO CONPRESP, DAS INDICACOES ZEPEC NA REVISAO DA LEI DE ZONEAMENTO; RES. 26/14 - TOMBAMENTO, PELO CONPRESP,. DA IGREJA BOM JESUS DO BRAS (LISTADO COMO A.E. C/ RESTRICAO DE GABARITO: 7,00 METROS E OCUPACAO DO RECUO FRONTAL); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DOS TERMOS DA RES. 26/04","SOBRADOS A RUA JAIRO GOIS","JAIRO GOIS 62, RUA","R JAIRO GOIS, 00062","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780012","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 102)","VILA QUEIROGA","QUEIROGA 3, VILA","TV QUEIROGA, 00003","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020780009","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO DE IMOVEIS ENQUADRADOS COMO Z8-200 (ANEXO I - ITEM 105); A.E. DO PALACIO DAS INDUSTRIAS (TEO RES. 05/91); A.E. RES. SC 29/82","VILA QUEIROGA","QUEIROGA 9, VILA","TV QUEIROGA, 00009","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570031","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","","CORREIA DE ANDRADE 173, RUA","R CORREIA DE ANDRADE, 00173","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570025","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","","CORREIA DE ANDRADE 151 A 155, RUA C/ GASOMETRO 665, 683, RUA DO","R DO GASOMETRO, 00665","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570026","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RRES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","","CORREIA DE ANDRADE 157, R.","R CORREIA DE ANDRADE, 00157","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570028","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","","CORREIA DE ANDRADE 163, R.","R CORREIA DE ANDRADE, 00163","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570030","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/92","","CORREIA DE ANDRADE 169, RUA","R CORREIA DE ANDRADE, 00169","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570029","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","","CORREIA DE ANDRADE 167, R.","R CORREIA DE ANDRADE, 00167","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020570027","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 38/92 - TOMB. DO MOINHO MATARAZZO E FABRICA MARIANGELA; A.E. DA ESTACAO DO BRAS (TEO RES. 05/91); A.E. RES. SC 22/82","","CORREIA DE ANDRADE 161, R.","R CORREIA DE ANDRADE, 00161","Subprefeitura da Mooca","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0280460000","SEM_DADO","","","","","","",""
"1010190001","NAO TOMBADO/NAO CONSTA","","","","","","",""
"2000170003","TOMBADO","RES. 34/18 - TOMBAMENTO DA CASA DINO ZAMMATARO; RES. 04/22 - ÁREA ENVOLTÓRIA DA CASA DINO ZAMMATARO; RES. 26/04 - APT DOS IMÓVEIS PROPOSTOS COMO ZEPEC; RES. 14/14 - CONSOLIDAÇÃO/RETIFICAÇÃO DOS TERMOS DA RES. 26/04.","CASA DINO ZAMMATARO","HILÁRIO MAGRO JÚNIOR 70, RUA PROFESSOR","R HILARIO MAGRO JUNIOR, 00070","Subprefeitura de Butantã","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0825170014","TOMBADO","RES. SC 26/81 - TOMBAMENTO, PELO CONDEPHAAT, DO EDIFÍCIO DA FACULDADE DE ARQUITETURA E URBANISMO; RES. 05/91 - TOMBAMENTO EX-OFFICIO, PELO CONPRESP, DO EDIFÍCIO DA FACULDADE DE ARQUITETURA E URBANISMO; RES. 41/18 - TOMBAMENTO, PELO CONPRESP, DOS EDIFÍCIOS: DO CENTRO DE PRÁTICAS ESPORTIVAS, DO DEPARTAMENTO DE HISTÓRIA E GEOGRÁFIA, DO DEPARTAMENTO DE ENGENHARIA MECÂNICA E NAVAL, DO DEPARTAMENTO DE ENGENHARIA METALÚRGICA E DE MATERIAIS E DO DEPARTAMENTO DE MINAS E PETRÓLEO; A.E. DO INSTITUTO BUTANTAN (RES. SC 35/81 - SÓ CONDEPHAAT).","CONJUNTO ARQUITETÔNICO DA UNIVERSIDADE DE SÃO PAULO - CIDADE UNIVERSITÁRIA ARMANDO SALLES DE OLIVEIRA","UNIVERSIDADE DE SÃO PAULO - CIDADE UNIVERSITÁRIA ARMANDO SALLES DE OLIVEIRA","AV ESCOLA POLITECNICA, 99999","Subprefeitura de Butantã","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0825170000","SEM_DADO","","","","","","",""
"0825170012","TOMBADO - PRESERVAÇÃO TOTAL","RES. SC 35/81 - TOMBAMENTO, PELO CONDEPHAAT, DO INSTITUTO BUTANTAN; RES. 05/91 - TOMBAMENTO EX-OFFICIO, PELO CONPRESP, DO INSTITUTO BUTANTAN.","INSTITUTO BUTANTAN","VITAL BRASIL 1500, AVENIDA","AV VITAL BRAZIL, 99999","Subprefeitura de Butantã","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0763010006","NAO TOMBADO/NAO CONSTA","","","","","","",""
"0040340000","SEM_DADO","","","","","","",""
"0040330000","SEM_DADO","","","","","","",""
"0340680002","TOMBADO","RES. 17/18 - TOMBAMENTO DO CONJUNTO DE 10 ESCOLAS PÚBLICAS; RES. 22/15 - APT IMOVEIS INDICADOS COMO ZEPEC NA REVISAO DA LEI DE ZONEAMENTO 2015","EE PROF. GOMES CARDIM / JOSE MARIA DA SILVA NEVES","LACERDA FRANCO 1641, AVENIDA","AV LACERDA FRANCO, 01641","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0340020024","TOMBADO","RES. 08/08 - TOMBAMENTO DO CONJUNTO PAISAGÍSTICO DO OUTEIRO DA GLÓRIA - BENS TOMBADOS: IGREJA DE NOSSA SENHORA DA GLÓRIA, CAPELA DE NOSSA SENHORA DE LOURDES, CASA PAROQUIAL E SALÃO DE ATIVIDADES (TAMBÉM LISTADO COMO A.E.); RES. 26/04 - APT DOS IMÓVEIS PROPOSTOS COMO ZEPEC.","CONJUNTO PAISAGÍSTICO DO OUTEIRO DA GLÓRIA","LOURDES 31, RUA NOSSA SENHORA DE C/ LACERDA FRANCO 2, AVENIDA","R DE NSRA LURDES, 00031","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040350000","SEM_DADO","","","","","","",""
"0040170003","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 386, RUA BARAO DE","R DE BR JAGUARA, 00386","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170020","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 312, RUA BARAO DE","R DE BR JAGUARA, 00312","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170017","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 326, RUA BARAO DE","R DE BR JAGUARA, 00326","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170006","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 372, RUA BARAO DE","R DE BR JAGUARA, 00372","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170007","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 370, RUA BARAO DE","R DE BR JAGUARA, 00370","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170001","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 394, RUA BARAO DE","R DE BR JAGUARA, 00394","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040380001","TOMBADO","RES. 44/17 - TOMB. DOS IMOVEIS CONSTANTES NO IGEPAC CAMBUCI (QUADRO I - ITEM 3); RES. 04/16 - APT DOS IMOVEIS DO IGEPAC CAMBUCI","","LUIZ GAMA 500, RUA","R LUIS GAMA, 00500","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040500103","TOMBADO","RES. 44/17 - TOMB. DOS IMOVEIS CONSTANTES NO IGEPAC CAMBUCI (QUADRO I - ITEM 6); RES. 04/16 - APT DOS IMOVEIS DO IGEPAC DO BAIRRO DO CAMBUCI","MESQUITA BRASIL / SOCIEDADE BENEFICENTE MUCULMANA","ESTADO 5382, AVENIDA DO C/ JAGUARA 604, RUA BARAO DE","AV DO ESTADO, 05382","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170011","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 352, RUA BARAO DE","R DE BR JAGUARA, 00352","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040480027","TOMBADO","RES. 44/17 - TOMB. DOS IMOVEIS CONSTANTES NO IGEPAC CAMBUCI (QUADRO I - ITEM 5); RES. 04/16 - APT DOS IMOVEIS DO IGEPAC DO BAIRRO DO CAMBUCI","IGREJA PENTECOSTAL / ANTIGA MESBLA VEICULOS","ESTADO 4952 A 5138, AVENIDA DO","AV DO ESTADO, 05000","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040530001","TOMBADO","RES. 44/17 - TOMB. DOS IMOVEIS CONSTANTES NO IGEPAC CAMBUCI (QUADRO I - ITEM 4); RES. 04/16 - APT DOS IMOVEIS DO IGEPAC DO BAIRRO DO CAMBUCI","INCUBADORA DE PROJETOS / ANTIGA GRAFICA MUNICIPAL","OTTO DE ALENCAR 270, RUA","R OTTO DE ALENCAR, 00270","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170013","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 344, RUA BARAO DE","R DE BR JAGUARA, 00344","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170019","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 318, RUA BARAO DE","R DE BR JAGUARA, 00318","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170010","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 354, RUA BARAO DE","R DE BR JAGUARA, 00354","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170005","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 378, RUA BARAO DE","R DE BR JAGUARA, 00378","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170014","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 338, RUA BARAO DE","R DE BR JAGUARA, 00338","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0280460075","TOMBADO","RES. 19/16 - TOMBAMENTO DAS EDIFICACOES DA ANTIGA FABRICA DA ANTARCTICA (EDIFICIOS 1 A 6 E CHAMINE E AREA DE INTERESSE ARQUEOLOGICO - ART. 5º); RES. 09/07 - APT DO CONJUNTO DA COMPANHIA ANTARTICA PAULISTA","COMPANHIA ANTARCTICA PAULISTA / CERVEJARIA BAVARIA","WILSON 251, 307, 367, AV. PRESIDENTE","AV PRES WILSON, 00251","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040240001","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 25); RES. 14/14 - CONSOLIDACAO-RETIFICACAO DA RES. 26/CONPRESP/04; RES. 26/04 - APT IMOVEIS PROPOSTOS COMO ZEPEC LEI 13.885/04","POSTO DE ATENDIMENTO INSS / SECRETARIA DE GESTAO PUBLICA","LEOPOLDO MIGUEZ 259, 285, 327, 367, RUA C/ PEDRO SEVERIANO PIEDADE S/N, RUA C/ PASSOS S/N, AVENIDA PREFEITO","R LEOPOLDO MIGUEZ, 00259","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170009","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 360, RUA BARAO DE","R DE BR JAGUARA, 00360","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170018","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 320, RUA BARAO DE","R DE BR JAGUARA, 00320","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170008","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 362, RUA BARAO DE","R DE BR JAGUARA, 00362","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170015","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 336, RUA BARAO DE","R DE BR JAGUARA, 00336","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170016","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 328, RUA BARAO DE","R DE BR JAGUARA, 00328","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040540000","SEM_DADO","","","","","","",""
"0040170002","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 388, RUA BARAO DE","R DE BR JAGUARA, 00388","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0040170012","TOMBADO","RES. 33/18 - TOMBAMENTO DE DUAS OBRAS PROJETADAS PELO ARQUITETO GREGORI WARCHAVCHIK (ART. 1º - ITEM 1); RES. 14/90 - APT DA EDIFICACAO PROJETADA PELO ARQUITETO GREGORI WARCHAVCHIK","CONJUNTO DE CASAS DA RUA BARAO DE JAGUARA","JAGUARA 346, RUA BARAO DE","R DE BR JAGUARA, 00346","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
